index,Paper Title,Year,Author,Citation,Publisher,Xref-Year,DOI,Authors,References,Type,Outlet,Abstract,Xref-Title,Xref-DOI
785,Path Word: A Multimodal Password Entry Method for Ad-hoc Authentication Based on Digits' Shape and Smooth Pursuit Eye Movements,2018,H Almoctar,18,ACM,2018,10.1145/3242969.3243008,"[{""given"": ""Hassoumi"", ""family"": ""Almoctar"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""\u00c9cole Nationale de l'Aviation Civile, Toulouse, France""}]}, {""given"": ""Pourang"", ""family"": ""Irani"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Manitoba, Winnipeg, Canada""}]}, {""given"": ""Vsevolod"", ""family"": ""Peysakhovich"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""ISAE-SUPAERO, Toulouse, France""}]}, {""given"": ""Christophe"", ""family"": ""Hurter"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""\u00c9cole Nationale de l'Aviation Civile, Toulouse, France""}]}]",48,proceedings-article,Proceedings of the 20th ACM International Conference on Multimodal Interaction,,path word,10.1145/3242969.3243008
786,Perception-based tactile soft keyboard for the touchscreen of tablets,2018,K Kim,2,Hindawi Limited,2018,10.1155/2018/4237346,"[{""ORCID"": ""http://orcid.org/0000-0002-6830-4655"", ""authenticated-orcid"": true, ""given"": ""Kwangtaek"", ""family"": ""Kim"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Department of Information and Telecommunication Engineering, Incheon National University, Incheon, Republic of Korea""}]}]",4,journal-article,Mobile Information Systems,most mobile devices equipped with touchscreens provide on screen soft keyboard as an input method however many users are experiencing discomfort due to lack of physical feedback that causes slow typing speed and error prone typing as compared to the physical keyboard to solve the problem a platform independent haptic soft keyboard suitable for tablet sized touchscreens was proposed and developed the platform independent haptic soft keyboard was verified on both android and windows in addition a psychophysical experiment has been conducted to find an optimal strength of key click feedback on touchscreens and the perception result was applied for making uniform tactile forces on touchscreens the developed haptic soft keyboard can be easily integrated with existing tablets by putting the least amount of effort the evaluation results confirm platform independency fast tactile key click feedback and uniform tactile force distribution on touchscreen with using only two piezoelectric actuators the proposed system was developed on a commercial tablet mu pad that has dual platforms android and windows ,perception based tactile soft keyboard for the touchscreen of tablets,10.1155/2018/4237346
788,Performance Comparison of Two Head-Controlled Computer Interaction Systems with a Multi-directional Tapping Task,2018,M Kuli≈Ñski,0,Springer International Publishing,2018,10.1007/978-3-319-99981-4_20,"[{""given"": ""Marcin"", ""family"": ""Kuli\u0144ski"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Katarzyna"", ""family"": ""Jach"", ""sequence"": ""additional"", ""affiliation"": []}]",29,book-chapter,Advances in Intelligent Systems and Computing,,performance comparison of two head controlled computer interaction systems with a multi directional tapping task,10.1007/978-3-319-99981-4_20
789,Performance envelopes of virtual keyboard text input strategies in virtual reality,2019,J Dudley,31,IEEE,2019,10.1109/ismar.2019.00027,"[{""given"": ""John"", ""family"": ""Dudley"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Hrvoje"", ""family"": ""Benko"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Daniel"", ""family"": ""Wigdor"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Per Ola"", ""family"": ""Kristensson"", ""sequence"": ""additional"", ""affiliation"": []}]",38,proceedings-article,2019 IEEE International Symposium on Mixed and Augmented Reality (ISMAR),,performance envelopes of virtual keyboard text input strategies in virtual reality,10.1109/ismar.2019.00027
790,Personalized Virtual Keyboard for Multi-Touch Tables,2019,A Alshahrani,0,IEEE,2019,10.1109/cais.2019.8769528,"[{""given"": ""Amal"", ""family"": ""Alshahrani"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Mohammed"", ""family"": ""Basheri"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Abdulaziz"", ""family"": ""Aljohani"", ""sequence"": ""additional"", ""affiliation"": []}]",16,proceedings-article,2019 2nd International Conference on Computer Applications &amp; Information Security (ICCAIS),,personalized virtual keyboard for multi touch tables,10.1109/cais.2019.8769528
791,PhraseFlow: Designs and Empirical Studies of Phrase-Level Input,2021,MR Zhang,3,ACM,2021,10.1145/3411764.3445166,"[{""given"": ""Mingrui Ray"", ""family"": ""Zhang"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""The Information School University of Washington, United States""}]}, {""given"": ""Shumin"", ""family"": ""Zhai"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Google, United States""}]}]",44,proceedings-article,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems,,phraseflow designs and empirical studies of phrase level input,10.1145/3411764.3445166
792,Physical keyboards in virtual reality: Analysis of typing performance and effects of avatar hands,2018,P Knierim,107,ACM,2018,10.1145/3173574.3173919,"[{""given"": ""Pascal"", ""family"": ""Knierim"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Ludwig-Maximilian University of Munich, Munich, Germany""}]}, {""given"": ""Valentin"", ""family"": ""Schwind"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Stuttgart, Stuttgart, Germany""}]}, {""given"": ""Anna Maria"", ""family"": ""Feit"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Aalto University, Helsinki, Finland""}]}, {""given"": ""Florian"", ""family"": ""Nieuwenhuizen"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Stuttgart, Stuttgart, Germany""}]}, {""given"": ""Niels"", ""family"": ""Henze"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Stuttgart, Stuttgart, Germany""}]}]",21,proceedings-article,Proceedings of the 2018 CHI Conference on Human Factors in Computing Systems,,physical keyboards in virtual reality,10.1145/3173574.3173919
793,Pinchtype: Text entry for virtual and augmented reality using comfortable thumb to fingertip pinches,2020,J Fashimpaur,26,ACM,2020,10.1145/3334480.3382888,"[{""given"": ""Jacqui"", ""family"": ""Fashimpaur"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Facebook, Redmond, WA, USA""}]}, {""given"": ""Kenrick"", ""family"": ""Kin"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Facebook, Redmond, WA, USA""}]}, {""given"": ""Matt"", ""family"": ""Longest"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Facebook, Redmond, WA, USA""}]}]",14,proceedings-article,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems,,pinchtype text entry for virtual and augmented reality using comfortable thumb to fingertip pinches,10.1145/3334480.3382888
794,PizzaText: text entry for virtual reality systems using dual thumbsticks,2018,D Yu,48,Institute of Electrical and Electronics Engineers (IEEE),2018,10.1109/tvcg.2018.2868581,"[{""given"": ""Difeng"", ""family"": ""Yu"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Kaixuan"", ""family"": ""Fan"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Heng"", ""family"": ""Zhang"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Diego"", ""family"": ""Monteiro"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Wenge"", ""family"": ""Xu"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Hai-Ning"", ""family"": ""Liang"", ""sequence"": ""additional"", ""affiliation"": []}]",58,journal-article,IEEE Transactions on Visualization and Computer Graphics,,pizzatext text entry for virtual reality systems using dual thumbsticks,10.1109/tvcg.2018.2868581
795,"Platform for Studying Self-Repairing Auto-Corrections in Mobile Text Entry based on Brain Activity, Gaze, and Context",2020,F Putze,2,ACM,2020,10.1145/3313831.3376815,"[{""given"": ""Felix"", ""family"": ""Putze"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Bremen, Bremen, Germany""}]}, {""given"": ""Tilman"", ""family"": ""Ihrig"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Bremen, Bremen, Germany""}]}, {""given"": ""Tanja"", ""family"": ""Schultz"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Bremen, Bremen, Germany""}]}, {""given"": ""Wolfgang"", ""family"": ""Stuerzlinger"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Simon Fraser University, Vancouver, BC, Canada""}]}]",42,proceedings-article,Proceedings of the 2020 CHI Conference on Human Factors in Computing Systems,,platform for studying self repairing auto corrections in mobile text entry based on brain activity gaze and context,10.1145/3313831.3376815
796,Pointing and selection methods for text entry in augmented reality head mounted displays,2019,W Xu,21,IEEE,2019,10.1109/ismar.2019.00026,"[{""given"": ""Wenge"", ""family"": ""Xu"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Hai-Ning"", ""family"": ""Liang"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Anqi"", ""family"": ""He"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Zifan"", ""family"": ""Wang"", ""sequence"": ""additional"", ""affiliation"": []}]",43,proceedings-article,2019 IEEE International Symposium on Mixed and Augmented Reality (ISMAR),,pointing and selection methods for text entry in augmented reality head mounted displays,10.1109/ismar.2019.00026
797,Prediction of Semantically Correct Bangla Words Using Stupid Backoff and Word-Embedding Model,2019,T Mittra,2,IEEE,2019,10.1109/icaiti48442.2019.8982144,"[{""given"": ""Tanni"", ""family"": ""Mittra"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Linta"", ""family"": ""Islam"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Deepak Chandra"", ""family"": ""Roy"", ""sequence"": ""additional"", ""affiliation"": []}]",17,proceedings-article,2019 2nd International Conference on Applied Information Technology and Innovation (ICAITI),,prediction of semantically correct bangla words using stupid backoff and word embedding model,10.1109/icaiti48442.2019.8982144
798,Predictive text encourages predictable writing,2020,KC Arnold,22,ACM,2020,10.1145/3377325.3377523,"[{""given"": ""Kenneth C."", ""family"": ""Arnold"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Calvin University""}]}, {""given"": ""Krysta"", ""family"": ""Chauncey"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Charles River Analytics""}]}, {""given"": ""Krzysztof Z."", ""family"": ""Gajos"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Harvard University""}]}]",50,proceedings-article,Proceedings of the 25th International Conference on Intelligent User Interfaces,,predictive text encourages predictable writing,10.1145/3377325.3377523
799,Preliminary Investigation of Tapping Force on Pressure-Sensitive Touchscreen for Expanding Input Vocabulary on Smartphone.,2020,R Ikeda,0,ACM,2020,10.1145/3391203.3391224,"[{""given"": ""Ryo"", ""family"": ""Ikeda"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Tsukuba, Tsukuba, Japan""}]}, {""given"": ""Yuta"", ""family"": ""Urushiyama"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Tsukuba, Tsukuba, Japan""}]}, {""given"": ""Buntarou"", ""family"": ""Shizuki"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Tsukuba, Tsukuba, Japan""}]}]",0,proceedings-article,Proceedings of the 2020 Symposium on Emerging Research from Asia and on Asian Contexts and Cultures,,preliminary investigation of tapping force on pressure sensitive touchscreen for expanding input vocabulary on smartphone,10.1145/3391203.3391224
800,Preliminary Investigation of Text Entry Method with Haptic Feedback from Real Object Surfaces Estimated Using Hand Tracking on HMD,2021,R Hirai,0,ACM,2021,10.1145/3429360.3468194,"[{""given"": ""Rio"", ""family"": ""Hirai"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Tsukuba, Japan""}]}, {""given"": ""Ryo"", ""family"": ""Ikeda"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Tsukuba, Japan""}]}, {""given"": ""Buntarou"", ""family"": ""Shizuki"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Tsukuba, Japan""}]}]",11,proceedings-article,Asian CHI Symposium 2021,,preliminary investigation of text entry method with haptic feedback from real object surfaces estimated using hand tracking on hmd,10.1145/3429360.3468194
801,Press & tilt: One-handed text selection and command execution on smartphone,2018,T Ando,10,ACM,2018,10.1145/3292147.3292178,"[{""given"": ""Toshiyuki"", ""family"": ""Ando"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Tsukuba, Japan""}]}, {""given"": ""Toshiya"", ""family"": ""Isomoto"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Tsukuba, Japan""}]}, {""given"": ""Buntarou"", ""family"": ""Shizuki"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Tsukuba, Japan""}]}, {""given"": ""Shin"", ""family"": ""Takahashi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Tsukuba, Japan""}]}]",18,proceedings-article,Proceedings of the 30th Australian Conference on Computer-Human Interaction,,press tilt,10.1145/3292147.3292178
802,Press-n-Paste: Copy-and-Paste Operations with Pressure-Sensitive Caret Navigation for Miniaturized Surface in Mobile Augmented Reality,2021,LH Lee,1,Association for Computing Machinery (ACM),2021,10.1145/3457146,"[{""given"": ""Lik Hang"", ""family"": ""Lee"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""KAIST &amp; University of Oulu, Daejoen, South Korea""}]}, {""given"": ""Yiming"", ""family"": ""Zhu"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Hong Kong University of Science and Technology &amp; University of Science and Technology of China, Hong Kong , China""}]}, {""given"": ""Yui-Pan"", ""family"": ""Yau"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Hong Kong University of Science and Technology, Hong Kong, Hong Kong""}]}, {""given"": ""Pan"", ""family"": ""Hui"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Hong Kong University of Science and Technology &amp; University of Helsinki, Hong Kong, China""}]}, {""given"": ""Susanna"", ""family"": ""Pirttikangas"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Oulu, Oulu, Finland""}]}]",56,journal-article,Proceedings of the ACM on Human-Computer Interaction,copy and paste operations are the most popular features on computing devices such as desktop computers smartphones and tablets however the copy and paste operations are not sufficiently addressed on the augmented reality ar smartglasses designated for real time interaction with texts in physical environments this paper proposes two system solutions namely granularity scrolling gs and two ends te for the copy and paste operations on ar smartglasses by leveraging a thumb size button on a touch sensitive and pressure sensitive surface both the multi step solutions can capture the target texts through indirect manipulation and subsequently enables the copy and paste operations based on the system solutions we implemented an experimental prototype named press n paste pnp after the eight session evaluation capturing 1 296 copy and paste operations 18 participants with gs and te achieve the peak performance of 17 574 ms and 13 951 ms per copy and paste operation with 93 21 and 98 15 accuracy rates respectively which are as good as the commercial solutions using direct manipulation on touchscreen devices the user footprints also show that pnp has a distinctive feature of miniaturized interaction area within 12 65 mm 14 48 mm pnp not only proves the feasibility of copy and paste operations with the flexibility of various granularities on ar smartglasses but also gives significant implications to the design space of pressure widgets as well as the input design on smart wearables ,press n paste copy and paste operations with pressure sensitive caret navigation for miniaturized surface in mobile augmented reality,10.1145/3457146
803,PressTapFlick: Exploring a gaze and foot-based multimodal approach to gaze typing,2022,V Rajanna,0,Elsevier BV,2022,10.1016/j.ijhcs.2022.102787,"[{""given"": ""Vijay"", ""family"": ""Rajanna"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Murat"", ""family"": ""Russel"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Jeffrey"", ""family"": ""Zhao"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Tracy"", ""family"": ""Hammond"", ""sequence"": ""additional"", ""affiliation"": []}]",69,journal-article,International Journal of Human-Computer Studies,,presstapflick exploring a gaze and foot based multimodal approach to gaze typing,10.1016/j.ijhcs.2022.102787
804,Probabilistic Text Entry - Case Study 3,2021,K Vertanen,0,ACM,2021,10.1145/3447404.3447420,"[{""given"": ""Keith"", ""family"": ""Vertanen"", ""sequence"": ""first"", ""affiliation"": []}]",97,other,Intelligent Computing for Interactive System Design,,probabilistic text entry case study 3,10.1145/3447404.3447420
805,Punch Typing: Alternative Method for Text Entry in Virtual Reality,2020,P Yao,3,ACM,2020,10.1145/3385959.3421722,"[{""given"": ""Powen"", ""family"": ""Yao"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Southern California, United States""}]}, {""given"": ""Vangelis"", ""family"": ""Lympouridis"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Southern California, United States""}]}, {""given"": ""Tian"", ""family"": ""Zhu"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Southern California, United States""}]}, {""given"": ""Michael"", ""family"": ""Zyda"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Southern California, United States""}]}, {""given"": ""Ruoxi"", ""family"": ""Jia"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Southern California, United States""}]}]",2,proceedings-article,Symposium on Spatial User Interaction,,punch typing,10.1145/3385959.3421722
806,Put a ring on it: text entry performance on a grip ring attached smartphone,2018,M Shen,2,,,,,,,,,,
807,QB-Gest: qwerty bimanual gestural input for eyes-free smartphone text input,2020,L Ye,5,Springer International Publishing,2020,10.1007/978-3-030-49282-3_16,"[{""given"": ""Linghui"", ""family"": ""Ye"", ""sequence"": ""first"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0001-7781-748X"", ""authenticated-orcid"": false, ""given"": ""Frode Eika"", ""family"": ""Sandnes"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""I. Scott"", ""family"": ""MacKenzie"", ""sequence"": ""additional"", ""affiliation"": []}]",46,book-chapter,Lecture Notes in Computer Science,,qb gest qwerty bimanual gestural input for eyes free smartphone text input,10.1007/978-3-030-49282-3_16
808,Quadmetric optimized thumb-to-finger interaction for force assisted one-handed text entry on mobile headsets,2019,LH Lee,20,Association for Computing Machinery (ACM),2019,10.1145/3351252,"[{""given"": ""Lik Hang"", ""family"": ""Lee"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong Center for Ubiquitous Computing, University of Oulu, Finland""}]}, {""given"": ""Kit Yung"", ""family"": ""Lam"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong""}]}, {""given"": ""Tong"", ""family"": ""Li"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong""}]}, {""given"": ""Tristan"", ""family"": ""Braud"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong""}]}, {""given"": ""Xiang"", ""family"": ""Su"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science, The University of Helsinki, Finland""}]}, {""given"": ""Pan"", ""family"": ""Hui"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Computer Science and Engineering, The Hong Kong University of Science and Technology, Hong Kong and Department of Computer Science, The University of Helsinki, Finland""}]}]",44,journal-article,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",augmented reality head worn computers often feature small sized touch interfaces that complicate interaction with content provide insufficient space for comfortable text input and can be awkward to use in social situations this paper presents a novel one handed thumb to finger text entry solution for augmented reality head worn computers we design a glove composed of 12 force sensitive nodes featuring an ambiguous keyboard layout we first explore the viability of force disambiguation to evaluate the force division within the force spectrum we select a 3 level force division as it allows to considerably reduce the number of keys while featuring a high 83 9 accuracy following this pilot study we map the 26 english characters onto the 9 nodes located on the index middle and ring fingers in a 3 3 3 configuration and attribute the space enter and backspace keys to the remaining three nodes we consider text entry performance as a quadmetric optimization problem considering the following criteria goodness of character pairs layout similarity to the qwerty keyboard easiness of force interaction and comfort level of thumb reach the resulting layout strikes a balance between performance and usability we finally evaluate the quadmetric optimized layout over 6 sessions with 12 participants the participants achieve an average text entry rate of 6 47 wpm with 6 85 error rate in the final session which is significantly faster than existing thumb to finger solutions in addition our one handed text entry system enhances the user mobility compared to other state of the art solutions by freeing one hand while allowing the user to direct his visual attention to other activities ,quadmetric optimized thumb to finger interaction for force assisted one handed text entry on mobile headsets,10.1145/3351252
810,"qvrty: Virtual keyboard with a haptic, real-world representation",2018,AH Hoppe,12,Springer International Publishing,2018,10.1007/978-3-319-92279-9_36,"[{""given"": ""Adrian H."", ""family"": ""Hoppe"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Leonard"", ""family"": ""Otto"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Florian"", ""family"": ""van de Camp"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Rainer"", ""family"": ""Stiefelhagen"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Gabriel"", ""family"": ""Unm\u00fc\u00dfig"", ""sequence"": ""additional"", ""affiliation"": []}]",34,book-chapter,HCI International 2018 – Posters' Extended Abstracts,,qvrty virtual keyboard with a haptic real world representation,10.1007/978-3-319-92279-9_36
811,QwertyRing: Text Entry on Physical Surfaces Using a Ring,2020,Y Gu,4,Association for Computing Machinery (ACM),2020,10.1145/3432204,"[{""given"": ""Yizheng"", ""family"": ""Gu"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Key Laboratory of Pervasive Computing, Ministry of Education, Department of Computer Science and Technology, Tsinghua University, Beijing, China""}]}, {""given"": ""Chun"", ""family"": ""Yu"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Key Laboratory of Pervasive Computing, Ministry of Education, Department of Computer Science and Technology, Tsinghua University, Beijing, China""}]}, {""given"": ""Zhipeng"", ""family"": ""Li"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Key Laboratory of Pervasive Computing, Ministry of Education, Department of Computer Science and Technology, Tsinghua University, Beijing, China""}]}, {""given"": ""Zhaoheng"", ""family"": ""Li"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Key Laboratory of Pervasive Computing, Ministry of Education, Department of Computer Science and Technology, Tsinghua University, Beijing, China""}]}, {""given"": ""Xiaoying"", ""family"": ""Wei"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Key Laboratory of Pervasive Computing, Ministry of Education, Department of Computer Science and Technology, Tsinghua University, Beijing, China""}]}, {""given"": ""Yuanchun"", ""family"": ""Shi"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Key Laboratory of Pervasive Computing, Ministry of Education, Department of Computer Science and Technology, Tsinghua University, Beijing, China""}]}]",80,journal-article,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",the software keyboard is widely used on digital devices such as smartphones computers and tablets the software keyboard operates via touch which is efficient convenient and familiar to users however some emerging technology devices such as ar vr headsets and smart tvs do not support touch based text entry in this paper we present qwertyring a technique that supports text entry on physical surfaces using an imu inertial measurement unit ring users wear the ring on the middle phalanx of the index finger and type on any desk like surface as if there is a qwerty keyboard on the surface while typing users do not focus on monitoring the hand motions they receive text feedback on a separate screen e g an ar vr headset or a digital device display such as a computer monitor the basic idea of qwertyring is to detect touch events and predict users desired words by the orientation of the imu ring we evaluate the performance of qwertyring through a five day user study participants achieved a speed of 13 74 wpm in the first 40 minutes and reached 20 59 wpm at the end the speed outperforms other ring based techniques 24 30 45 68 and is 86 48 of the speed of typing on a smartphone with an index finger the results show that qwertyring enables efficient touch based text entry on physical surfaces ,qwertyring,10.1145/3432204
812,Rapid text entry using mobile and auxiliary devices for people with speech disorders communication,2020,IV Krak,0,,,,,,,,,,
813,RE-AIMing Predictive Text,2021,M Higgs,0,,,,,,,,,,
814,Reconviguration: Reconfiguring physical keyboards in virtual reality,2019,D Schneider,25,Institute of Electrical and Electronics Engineers (IEEE),2019,10.1109/tvcg.2019.2932239,"[{""given"": ""Daniel"", ""family"": ""Schneider"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Alexander"", ""family"": ""Otte"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Travis"", ""family"": ""Gesslein"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Philipp"", ""family"": ""Gagel"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Bastian"", ""family"": ""Kuth"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Mohamad Shahm"", ""family"": ""Damlakhi"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Oliver"", ""family"": ""Dietz"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Eyal"", ""family"": ""Ofek"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Michel"", ""family"": ""Pahud"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Per Ola"", ""family"": ""Kristensson"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Jorg"", ""family"": ""Muller"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Jens"", ""family"": ""Grubert"", ""sequence"": ""additional"", ""affiliation"": []}]",86,journal-article,IEEE Transactions on Visualization and Computer Graphics,,reconviguration reconfiguring physical keyboards in virtual reality,10.1109/tvcg.2019.2932239
815,Reducing scanning keyboard input errors with extended start dwell-time,2018,FE Sandnes,2,Springer International Publishing,2018,10.1007/978-3-319-94947-5_79,"[{""given"": ""Frode Eika"", ""family"": ""Sandnes"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Evelyn"", ""family"": ""Eika"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Fausto Orsi"", ""family"": ""Medola"", ""sequence"": ""additional"", ""affiliation"": []}]",63,book-chapter,"Advances in Usability, User Experience and Assistive Technology",,reducing scanning keyboard input errors with extended start dwell time,10.1007/978-3-319-94947-5_79
816,Repetitive patterns in the locations of touch errors for two-thumb text entry on a smartphone,2021,H Yu,0,Elsevier BV,2021,10.1016/j.apergo.2021.103541,"[{""ORCID"": ""http://orcid.org/0000-0003-4483-9767"", ""authenticated-orcid"": false, ""given"": ""Hayeon"", ""family"": ""Yu"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Keonwoo"", ""family"": ""Nam"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Seokwon"", ""family"": ""Shin"", ""sequence"": ""additional"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0002-6303-2486"", ""authenticated-orcid"": false, ""given"": ""Minjung"", ""family"": ""Choi"", ""sequence"": ""additional"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0002-1912-5853"", ""authenticated-orcid"": false, ""given"": ""Youngdoo"", ""family"": ""Son"", ""sequence"": ""additional"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0001-9197-174X"", ""authenticated-orcid"": false, ""given"": ""Joonho"", ""family"": ""Chang"", ""sequence"": ""additional"", ""affiliation"": []}]",40,journal-article,Applied Ergonomics,,repetitive patterns in the locations of touch errors for two thumb text entry on a smartphone,10.1016/j.apergo.2021.103541
817,Replicating User-defined Gestures for Text Editing,2018,P Talkad,4,ACM,2018,10.1145/3279778.3279793,"[{""given"": ""Poorna"", ""family"": ""Talkad Sukumar"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Notre Dame, South Bend, IN, USA""}]}, {""given"": ""Anqing"", ""family"": ""Liu"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Notre Dame, Notre Dame, IN, USA""}]}, {""given"": ""Ronald"", ""family"": ""Metoyer"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Notre Dame, South Bend, IN, USA""}]}]",37,proceedings-article,Proceedings of the 2018 ACM International Conference on Interactive Surfaces and Spaces,,replicating user defined gestures for text editing,10.1145/3279778.3279793
